episode,timestep,reward
2,17520,-18704367446.206
4,35040,-18861029158.7151
6,52560,-18546600520.6526
8,70080,-16255885719.5489
10,87600,-16021904279.9136
13,105120,-15544851864.2863
15,122640,-13710268289.7652
17,140160,-13440130650.8932
19,157680,-12962042544.0578
21,175200,-10936303161.5939
23,192720,-10983079652.6462
