episode,timestep,reward
1,210240,-5887267410.034
3,420480,-5734029015.325
5,630720,-5280611983.1509
7,840960,-4807488963.5342
9,1051200,-4321841476.6741
11,1261440,-3893846143.12
13,1471680,-3494183365.084
15,1681920,-3075603659.0934
17,1892160,-2712549029.6544
19,2102400,-2359748922.7097
21,2312640,-2026853785.7757
23,2522880,-1803650995.6598
25,2733120,-1720436171.4144
27,2943360,-1686603661.9221
