episode,timestep,reward
1,210240,-23556484743.0906
3,420480,-23221305692.4248
5,630720,-22303952480.1285
7,840960,-21558859872.4184
9,1051200,-20745458380.1628
11,1261440,-20078306952.4842
13,1471680,-19480669004.8328
15,1681920,-18975018143.7051
17,1892160,-18535708729.6996
19,2102400,-18213001119.2994
21,2312640,-17747779578.7925
