episode,timestep,reward
1,210240,-5266301392.5682
3,420480,-5267380645.7597
5,630720,-8357712569.8023
7,840960,-11449801911.8073
9,1051200,-12308280413.7695
11,1261440,-13157684839.8098
13,1471680,-13145581580.004
15,1681920,-13145316882.8571
17,1892160,-12183203199.8812
19,2102400,-11214987628.5226
21,2312640,-12621757547.6845
23,2522880,-14026854003.081
25,2733120,-20012845140.6795
27,2943360,-26001622551.3589
