episode,timestep,reward
1,210240,-22063984231.3637
3,420480,-21969222819.5165
5,630720,-21897519940.07
7,840960,-21708450948.4011
9,1051200,-21521659450.7227
11,1261440,-21299655735.2606
13,1471680,-21212364454.2919
15,1681920,-21105987781.6263
17,1892160,-20921364019.6354
19,2102400,-20750792747.7169
21,2312640,-20679883182.0007
23,2522880,-20567911999.816
25,2733120,-20506579976.1641
27,2943360,-20411040777.2533
