episode,timestep,reward
1,1152,-4619323261.0312
3,2304,-4687692664.4967
5,3456,-4554876584.8288
7,4608,-4363444593.8067
9,5760,-4473153585.2772
11,6912,-4696913384.7333
13,8064,-4747422772.7014
15,9216,-4564026936.9187
17,10368,-4586120662.7121
19,11520,-4401642015.5192
21,12672,-4684050713.5642
23,13824,-4649936941.2085
25,14976,-4441916778.8022
