episode,timestep,reward
1,576,-890312232.1446
3,1152,-895737577.9156
5,1728,-900198304.8112
7,2304,-690123281.6679
9,2880,-626284042.039
11,3456,-441733029.9261
13,4032,-439667804.5359
15,4608,-201394944.5642
17,5184,-208726761.4967
19,5760,-242042199.1381
21,6336,-226479072.1257
23,6912,-242344265.589
25,7488,-226125343.053
27,8064,-222749906.0706
29,8640,-214903864.9752
31,9216,-212305628.1392
33,9792,-216983708.9984
35,10368,-218647319.0195
37,10944,-210040310.5133
