episode,timestep,reward
1,210240,-9352782266.4519
3,420480,-9214202850.5553
5,630720,-8686911008.7096
7,840960,-8143336318.4279
9,1051200,-7629129424.8899
11,1261440,-7149722260.9491
13,1471680,-6682565019.9065
15,1681920,-6202949729.591
17,1892160,-5785430415.1038
19,2102400,-5336426040.8753
21,2312640,-4850593806.5953
23,2522880,-4424967521.7186
25,2733120,-4042138470.9673
27,2943360,-3662033159.5429
