episode,timestep,reward
1,210240,-1730525263.4902
3,420480,-1727525636.6535
5,630720,-1712493154.3488
7,840960,-1698470506.7649
9,1051200,-1674552180.3971
11,1261440,-1665506120.671
13,1471680,-1663632726.4425
15,1681920,-1654379306.987
17,1892160,-1652483399.8902
19,2102400,-1637306951.616
21,2312640,-1637289882.4859
23,2522880,-1628007350.5979
25,2733120,-1629788399.1183
27,2943360,-1630163070.0425
