episode,timestep,reward
1,210240,-9484070649.16
3,420480,-9420480337.7074
5,630720,-8949569607.2955
7,840960,-8509234040.7549
9,1051200,-8185622574.3144
11,1261440,-7917879133.4
13,1471680,-7726577122.4883
15,1681920,-7528792166.0089
17,1892160,-7358513470.5606
19,2102400,-7196958423.3044
21,2312640,-6999864258.6539
23,2522880,-6831358404.1231
25,2733120,-6875125330.6466
27,2943360,-6927439059.6502
